#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
gfz2008lwcy|2008-06-17T17:58:45.0000|51.300000|15.700000|10.0|GEOFON||GFZ|gfz2008lwcy|MLv|3.7||Poland|
gfz2008lntw|2008-06-13T04:13:32.7|51.400000|16.200000|10.0|GEOFON||GFZ|gfz2008lntw|MLv|4.5||Poland|
gfz2008kuzj|2008-06-02T21:16:27.0000|50.900000|15.700000|10.0|GEOFON||GFZ|gfz2008kuzj|MLv|3.1||Czech and Slovak Republics|
gfz2008kixp|2008-05-27T06:37:46.8|51.500000|16.100000|2.0|GEOFON||GFZ|gfz2008kixp|MLv|2.8||Poland|
gfz2008kedb|2008-05-24T15:40:16.0000|51.500000|16.400000|2.0|GEOFON||GFZ|gfz2008kedb|MLv|2.8||Poland|
gfz2008jsho|2008-05-18T04:13:15.7|50.500000|15.400000|10.0|GEOFON||GFZ|gfz2008jsho|MLv|2.8||Czech and Slovak Republics|
gfz2008jlys|2008-05-14T16:53:13.2|51.300000|16.100000|5.0|GEOFON||GFZ|gfz2008jlys|MLv|2.7||Poland|
gfz2008iyui|2008-05-07T11:47:05.2|50.000000|15.000000|2.0|GEOFON||GFZ|gfz2008iyui|MLv|2.0||Czech and Slovak Republics|
gfz2008ijjd|2008-04-29T00:57:24.0000|51.200000|15.900000|5.0|GEOFON||GFZ|gfz2008ijjd|MLv|2.8||Poland|
gfz2008ijbc|2008-04-28T20:55:25.1|51.500000|16.000000|10.0|GEOFON||GFZ|gfz2008ijbc|MLv|3.9||Poland|
gfz2008idwj|2008-04-26T00:47:04.6|50.900000|15.600000|10.0|GEOFON||GFZ|gfz2008idwj|MLv|3.1||Czech and Slovak Republics|
gfz2008hsfv|2008-04-19T15:50:52.7|50.700000|15.700000|10.0|GEOFON||GFZ|gfz2008hsfv|MLv|3.4||Czech and Slovak Republics|
gfz2008hjcm|2008-04-14T15:50:10.8|51.100000|15.800000|1.0|GEOFON||GFZ|gfz2008hjcm|MLv|2.7||Poland|
gfz2008gyai|2008-04-08T14:10:19.4|51.300000|15.600000|10.0|GEOFON||GFZ|gfz2008gyai|MLv|3.6||Poland|
gfz2008gxft|2008-04-08T03:46:14.4|51.400000|16.000000|10.0|GEOFON||GFZ|gfz2008gxft|MLv|4.0||Poland|
gfz2008gtih|2008-04-06T00:28:00.4|51.500000|16.000000|1.0|GEOFON||GFZ|gfz2008gtih|MLv|2.8||Poland|
gfz2008gpbm|2008-04-03T16:26:32.3|51.800000|16.200000|2.0|GEOFON||GFZ|gfz2008gpbm|MLv|3.5||Poland|
gfz2008gkct|2008-03-31T23:21:46.8|51.500000|16.000000|5.0|GEOFON||GFZ|gfz2008gkct|MLv|3.1||Poland|
gfz2008fkop|2008-03-17T23:35:35.2|51.100000|15.900000|5.0|GEOFON||GFZ|gfz2008fkop|MLv|2.7||Poland|
gfz2008ewbz|2008-03-10T01:12:30.1|51.400000|16.100000|5.0|GEOFON||GFZ|gfz2008ewbz|MLv|3.2||Poland|
gfz2008elky|2008-03-04T05:08:57.1|51.400000|16.100000|8.0|GEOFON||GFZ|gfz2008elky|MLv|2.9||Poland|
gfz2008eesu|2008-02-29T13:05:38.2|50.400000|16.300000|1.0|GEOFON||GFZ|gfz2008eesu|MLv|2.4||Poland|
gfz2008eefe|2008-02-29T06:12:54.2|51.400000|16.100000|2.0|GEOFON||GFZ|gfz2008eefe|MLv|3.0||Poland|
gfz2008eamo|2008-02-27T05:22:33.7|51.500000|16.100000|5.0|GEOFON||GFZ|gfz2008eamo|MLv|4.1||Poland|
gfz2008dzjn|2008-02-26T14:41:32.9|51.400000|16.200000|1.0|GEOFON||GFZ|gfz2008dzjn|MLv|3.0||Poland|
gfz2008dnca|2008-02-19T21:09:36.6|51.500000|16.000000|2.0|GEOFON||GFZ|gfz2008dnca|MLv|3.0||Poland|
gfz2008dmrk|2008-02-19T15:47:37.2|51.500000|16.100000|5.0|GEOFON||GFZ|gfz2008dmrk|MLv|3.3||Poland|
gfz2008ddjq|2008-02-14T13:43:28.0000|51.400000|16.100000|2.0|GEOFON||GFZ|gfz2008ddjq|MLv|3.0||Poland|
gfz2008ctoy|2008-02-09T04:48:36.9|51.600000|16.000000|2.0|GEOFON||GFZ|gfz2008ctoy|MLv|3.3||Poland|
gfz2008chnt|2008-02-02T14:28:09.3|51.500000|16.100000|2.0|GEOFON||GFZ|gfz2008chnt|MLv|3.3||Poland|
gfz2008cgsr|2008-02-02T03:49:11.7|51.400000|16.100000|8.0|GEOFON||GFZ|gfz2008cgsr|MLv|3.3||Poland|
gfz2008bual|2008-01-26T04:52:48.6|51.400000|16.100000|2.0|GEOFON||GFZ|gfz2008bual|MLv|2.9||Poland|
gfz2008biec|2008-01-19T16:58:59.9|51.500000|16.100000|2.0|GEOFON||GFZ|gfz2008biec|MLv|3.5||Poland|
gfz2008bhge|2008-01-19T04:52:35.5|51.500000|16.000000|2.0|GEOFON||GFZ|gfz2008bhge|MLv|4.0||Poland|
gfz2008bgvd|2008-01-18T23:18:18.8|51.400000|15.800000|2.0|GEOFON||GFZ|gfz2008bgvd|MLv|3.0||Poland|
gfz2008beve|2008-01-17T21:01:01.4|51.300000|16.400000|1.0|GEOFON||GFZ|gfz2008beve|MLv|2.9||Poland|
gfz2008bcdv|2008-01-16T09:58:08.1|50.500000|14.000000|2.0|GEOFON||GFZ|gfz2008bcdv|MLv|2.4||Czech and Slovak Republics|
gfz2008atnq|2008-01-11T16:37:30.2|51.400000|15.900000|2.0|GEOFON||GFZ|gfz2008atnq|MLv|3.2||Poland|
gfz2008arhz|2008-01-10T11:29:44.3|50.400000|13.600000|1.0|GEOFON||GFZ|gfz2008arhz|MLv|2.0||Czech and Slovak Republics|
gfz2008aeor|2008-01-03T12:04:58.5|49.700000|15.000000|2.0|GEOFON||GFZ|gfz2008aeor|MLv|2.3||Czech and Slovak Republics|
gfz2007zlcm|2007-12-29T01:43:43.8|51.500000|16.000000|10.0|GEOFON||GFZ|gfz2007zlcm|MLv|4.1||Poland|
gfz2007yzxb|2007-12-22T22:23:45.6|51.400000|16.000000|2.0|GEOFON||GFZ|gfz2007yzxb|MLv|2.8||Poland|
gfz2007yxqs|2007-12-21T16:54:20.5|51.000000|15.500000|10.0|GEOFON||GFZ|gfz2007yxqs|MLv|3.1||Poland|
gfz2007ypzd|2007-12-17T11:59:52.4|50.500000|13.600000|2.0|GEOFON||GFZ|gfz2007ypzd|MLv|2.0||Czech and Slovak Republics|
gfz2007ylbk|2007-12-14T19:26:04.7|51.400000|15.900000|1.0|GEOFON||GFZ|gfz2007ylbk|MLv|3.4||Poland|
gfz2007yiwx|2007-12-13T14:52:20.2|51.500000|16.000000|10.0|GEOFON||GFZ|gfz2007yiwx|MLv|4.6||Poland|
gfz2007yfit|2007-12-11T16:17:15.2|51.500000|16.100000|1.0|GEOFON||GFZ|gfz2007yfit|MLv|3.1||Poland|
gfz2007yaoh|2007-12-09T01:21:27.9|51.500000|16.000000|1.0|GEOFON||GFZ|gfz2007yaoh|MLv|3.5||Poland|
gfz2007xyfv|2007-12-07T18:47:28.9|51.800000|16.700000|1.0|GEOFON||GFZ|gfz2007xyfv|MLv|3.1||Poland|
gfz2007xncp|2007-12-01T16:34:12.6|51.500000|16.100000|1.0|GEOFON||GFZ|gfz2007xncp|MLv|3.1||Poland|
gfz2007xhqz|2007-11-28T16:57:55.4|51.400000|16.000000|1.0|GEOFON||GFZ|gfz2007xhqz|ML|3.3||Poland|
gfz2007wwfx|2007-11-22T10:47:02.5|50.400000|13.500000|2.0|GEOFON||GFZ|gfz2007wwfx|ML|1.7||Czech and Slovak Republics|
gfz2007wnlv|2007-11-17T15:29:05.1|51.200000|15.600000|10.0|GEOFON||GFZ|gfz2007wnlv|ML|3.2||Poland|
gfz2007wmrm|2007-11-17T05:11:10.3|51.400000|16.100000|1.0|GEOFON||GFZ|gfz2007wmrm|ML|2.7||Poland|
gfz2007wldo|2007-11-16T09:01:04.5|50.500000|14.000000|2.0|GEOFON||GFZ|gfz2007wldo|ML|2.9||Czech and Slovak Republics|
gfz2007wfqo|2007-11-13T08:42:53.8|52.000000|16.800000|1.0|GEOFON||GFZ|gfz2007wfqo|ML|3.3||Poland|
gfz2007welg|2007-11-12T16:52:47.9|51.500000|16.100000|1.0|GEOFON||GFZ|gfz2007welg|ML|3.2||Poland|
gfz2007vybd|2007-11-09T04:54:25.8|51.600000|16.000000|2.0|GEOFON||GFZ|gfz2007vybd|ML|3.3||Poland|
gfz2007vtdw|2007-11-06T12:34:06.6|51.400000|15.800000|10.0|GEOFON||GFZ|gfz2007vtdw|ML|3.8||Poland|
gfz2007vpic|2007-11-04T10:07:42.7|50.500000|13.500000|2.0|GEOFON||GFZ|gfz2007vpic|ML|1.8||Czech and Slovak Republics|
gfz2007uykf|2007-10-26T03:44:45.3|51.200000|15.900000|10.0|GEOFON||GFZ|gfz2007uykf|ML|2.8||Poland|
gfz2007uwor|2007-10-25T03:42:28.1|51.500000|16.200000|5.0|GEOFON||GFZ|gfz2007uwor|ML|2.4||Poland|
gfz2007uvsd|2007-10-24T16:18:53.9|51.200000|15.800000|9.0|GEOFON||GFZ|gfz2007uvsd|ML|2.6||Poland|
gfz2007upen|2007-10-21T02:33:42.6|51.300000|15.800000|2.0|GEOFON||GFZ|gfz2007upen|ML|2.9||Poland|
gfz2007ujub|2007-10-18T03:32:47.8|51.200000|15.800000|1.0|GEOFON||GFZ|gfz2007ujub|ML|2.8||Poland|
gfz2007ugem|2007-10-16T04:14:24.6|51.400000|16.100000|2.0|GEOFON||GFZ|gfz2007ugem|ML|2.8||Poland|
gfz2007uehc|2007-10-15T03:17:49.2|51.500000|16.100000|10.0|GEOFON||GFZ|gfz2007uehc|ML|4.2||Poland|
gfz2007tpwk|2007-10-07T05:50:48.1|51.500000|16.200000|1.0|GEOFON||GFZ|gfz2007tpwk|ML|2.7||Poland|
gfz2007tmqf|2007-10-05T11:16:31.5|50.500000|13.600000|12.0|GEOFON||GFZ|gfz2007tmqf|ML|1.6||Czech and Slovak Republics|
gfz2007tlzm|2007-10-05T02:49:19.3|51.300000|16.000000|10.0|GEOFON||GFZ|gfz2007tlzm|ML|2.4||Poland|
gfz2007tldu|2007-10-04T15:51:14.1|51.500000|16.000000|10.0|GEOFON||GFZ|gfz2007tldu|ML|3.9||Poland|
gfz2007tkpg|2007-10-04T08:30:12.1|50.000000|15.400000|1.0|GEOFON||GFZ|gfz2007tkpg|ML|2.0||Czech and Slovak Republics|
gfz2007tcrc|2007-09-30T00:16:49.9|51.200000|16.000000|1.0|GEOFON||GFZ|gfz2007tcrc|ML|2.5||Poland|
gfz2007tcae|2007-09-29T15:43:25.4|51.400000|15.900000|0.0|GEOFON||GFZ|gfz2007tcae|ML|3.0||Poland|
gfz2007swdh|2007-09-26T10:26:12.3|50.500000|13.500000|2.0|GEOFON||GFZ|gfz2007swdh|ML|2.2||Czech and Slovak Republics|
gfz2007sqmd|2007-09-23T08:03:02.2|51.500000|16.200000|2.0|GEOFON||GFZ|gfz2007sqmd|ML|2.8||Poland|
gfz2007sphx|2007-09-22T16:46:13.1|51.400000|15.900000|2.0|GEOFON||GFZ|gfz2007sphx|ML|3.0||Poland|
gfz2007spfp|2007-09-22T15:35:37.3|51.400000|16.000000|2.0|GEOFON||GFZ|gfz2007spfp|ML|3.0||Poland|
gfz2007smvd|2007-09-21T08:01:19.0000|50.500000|14.000000|1.0|GEOFON||GFZ|gfz2007smvd|ML|2.6||Czech and Slovak Republics|
gfz2007scmc|2007-09-15T16:00:14.5|51.600000|16.000000|2.0|GEOFON||GFZ|gfz2007scmc|ML|3.6||Poland|
gfz2007rzax|2007-09-13T18:54:12.0000|51.500000|16.100000|1.0|GEOFON||GFZ|gfz2007rzax|ML|2.9||Poland|
gfz2007ryuq|2007-09-13T15:44:53.4|51.500000|16.100000|1.0|GEOFON||GFZ|gfz2007ryuq|ML|3.1||Poland|
gfz2007rwbd|2007-09-12T03:36:09.1|51.400000|15.900000|2.0|GEOFON||GFZ|gfz2007rwbd|ML|3.0||Poland|
gfz2007rvsr|2007-09-11T23:18:31.2|51.600000|16.200000|2.0|GEOFON||GFZ|gfz2007rvsr|ML|2.7||Poland|
gfz2007rswx|2007-09-10T10:00:55.3|50.500000|14.000000|1.0|GEOFON||GFZ|gfz2007rswx|ML|2.3||Czech and Slovak Republics|
gfz2007rmzz|2007-09-07T04:42:53.7|51.500000|16.100000|1.0|GEOFON||GFZ|gfz2007rmzz|ML|3.3||Poland|
gfz2007rjdx|2007-09-05T02:07:01.1|51.500000|16.000000|7.0|GEOFON||GFZ|gfz2007rjdx|ML|2.9||Poland|
gfz2007rcas|2007-09-01T04:30:09.0000|51.200000|16.000000|2.0|GEOFON||GFZ|gfz2007rcas|ML|2.6||Poland|
gfz2007rapm|2007-08-31T09:39:48.3|50.500000|13.500000|3.0|GEOFON||GFZ|gfz2007rapm|ML|1.4||Czech and Slovak Republics|
gfz2007rall|2007-08-31T07:37:18.8|51.300000|15.900000|2.0|GEOFON||GFZ|gfz2007rall|ML|3.0||Poland|
gfz2007qzgl|2007-08-30T15:57:59.4|51.300000|15.800000|4.0|GEOFON||GFZ|gfz2007qzgl|ML|2.6||Poland|
gfz2007qyhw|2007-08-30T03:31:34.9|51.300000|15.900000|9.0|GEOFON||GFZ|gfz2007qyhw|ML|3.1||Poland|
gfz2007qrqv|2007-08-26T12:03:14.3|51.400000|16.000000|2.0|GEOFON||GFZ|gfz2007qrqv|ML|3.4||Poland|
gfz2007qror|2007-08-26T10:58:14.0000|50.500000|13.600000|2.0|GEOFON||GFZ|gfz2007qror|ML|1.9||Czech and Slovak Republics|
gfz2007qrkr|2007-08-26T08:56:41.0000|50.500000|13.500000|2.0|GEOFON||GFZ|gfz2007qrkr|ML|1.8||Czech and Slovak Republics|
gfz2007qpwe|2007-08-25T12:27:36.5|51.500000|16.000000|5.0|GEOFON||GFZ|gfz2007qpwe|ML|3.1||Poland|
gfz2007qogu|2007-08-24T15:32:08.4|51.500000|16.000000|2.0|GEOFON||GFZ|gfz2007qogu|ML|4.3||Poland|
gfz2007qmch|2007-08-23T10:59:06.4|50.400000|13.500000|2.0|GEOFON||GFZ|gfz2007qmch|ML|1.5||Czech and Slovak Republics|
gfz2007qlwx|2007-08-23T08:15:17.5|49.900000|14.300000|2.0|GEOFON||GFZ|gfz2007qlwx|ML|1.2||Czech and Slovak Republics|
gfz2007pxgs|2007-08-15T08:03:29.6|51.500000|16.100000|10.0|GEOFON||GFZ|gfz2007pxgs|ML|4.6||Poland|
gfz2007pquv|2007-08-11T19:10:17.9|51.400000|15.900000|10.0|GEOFON||GFZ|gfz2007pquv|ML|2.7||Poland|
gfz2007podd|2007-08-10T07:56:21.8|51.500000|16.000000|5.0|GEOFON||GFZ|gfz2007podd|ML|3.3||Poland|
gfz2007plif|2007-08-08T19:04:38.8|51.600000|16.100000|15.0|GEOFON||GFZ|gfz2007plif|ML|4.0||Poland|
gfz2007pkeq|2007-08-08T04:06:46.5|51.200000|15.900000|3.0|GEOFON||GFZ|gfz2007pkeq|ML|2.8||Poland|
gfz2007pivu|2007-08-07T10:30:08.1|50.500000|13.500000|0.0|GEOFON||GFZ|gfz2007pivu|ML|1.8||Czech and Slovak Republics|
